transaction_id,user_id,transaction_date,product_category,product_name,merchant_name,product_amount,transaction_fee,cashback,loyalty_points,location,amount,transaction_type,is_anomaly,receipt_image_url,hour,day_name,date_only,is_statistical_outlier,is_weekend,is_midnight,is_discretionary,week_number
b7d8c70d-b6c8-433b-9f80-f9f5ce2d4fc4,USER_00434,2023-08-19 10:15:00,Online Shopping,Fitness Tracker,Flipkart,31864,361,16.12,812,Suburban,32225,Expense,True,,10,Saturday,2023-08-19,False,True,False,False,33
28895ba8-e569-4de1-a8a7-4d24170569c0,USER_00723,2023-08-19 11:25:00,Mobile Recharge,Prepaid Plan 399,BSNL,4032,105,27.03,334,Rural,4137,Expense,False,,11,Saturday,2023-08-19,False,True,False,False,33
67709f94-e412-46f9-9358-c1203a7f4ade,USER_01944,2023-08-19 12:17:00,Online Shopping,Laptop Backpack,Myntra,94218,137,66.79,522,Suburban,94355,Expense,False,https://dummy-image-url.com/receipt2.jpg,12,Saturday,2023-08-19,False,True,False,False,33
2b99ee3a-d0a0-413f-a8c7-83c4976e4994,USER_06471,2023-08-19 13:37:00,Electricity Bill,Temporary Connection Bill,BSES,52971,58,95.25,910,Urban,53029,Expense,False,,13,Saturday,2023-08-19,False,True,False,False,33
08bd39d8-56cc-4bdf-ae2f-9c515145290d,USER_01395,2023-08-19 14:23:00,Rent Payment,Co-working Space,NoBroker,31012,434,81.83,882,Urban,31446,Expense,False,https://dummy-image-url.com/receipt2.jpg,14,Saturday,2023-08-19,False,True,False,False,33
08daafc2-28d9-4bed-a414-fd185a73216d,USER_00384,2023-08-19 15:34:00,Gas Bill,Auto LPG,Indraprastha Gas,14403,76,1.35,547,Suburban,14479,Expense,False,https://dummy-image-url.com/receipt2.jpg,15,Saturday,2023-08-19,False,True,False,False,33
29e70ed2-53d7-4d3e-bfa4-a43a01b3c43a,USER_00257,2023-08-19 15:39:00,Streaming Service,Premium Plan,Netflix,24022,476,21.69,578,Rural,24498,Expense,False,,15,Saturday,2023-08-19,False,True,False,False,33
b44347b1-6541-4e51-8d10-8c8290455a07,USER_04931,2023-08-19 16:08:00,Grocery Shopping,Dairy Milk Chocolate,Flipkart Supermart,35952,148,10.09,230,Urban,36100,Expense,False,https://dummy-image-url.com/receipt2.jpg,16,Saturday,2023-08-19,False,True,False,False,33
f0557048-85f4-48d1-a39f-c8820380254c,USER_05181,2023-08-19 16:17:00,Flight Booking,Delhi to Mumbai,Yatra,99307,436,35.17,759,Urban,99743,Expense,False,,16,Saturday,2023-08-19,False,True,False,False,33
270daf0a-8051-4c9b-8391-130eb2072ea8,USER_07275,2023-08-19 18:01:00,Taxi Fare,Share Ride,Meru,3078,33,2.42,568,Rural,3111,Expense,False,https://dummy-image-url.com/receipt2.jpg,18,Saturday,2023-08-19,False,True,False,False,33
333d21ec-009d-4791-a25f-727ba14174fb,USER_05710,2023-08-19 19:41:00,Taxi Fare,Share Ride,Ola,89960,350,14.66,779,Urban,90310,Expense,False,,19,Saturday,2023-08-19,False,True,False,False,33
bb2a7fb0-ab50-4a32-8ebc-b914512ff56b,USER_03731,2023-08-19 20:14:00,Gaming Credits,500 Gems Pack,Roblox,15580,335,96.45,254,Urban,15915,Expense,False,https://dummy-image-url.com/receipt1.jpg,20,Saturday,2023-08-19,False,True,False,False,33
d447afd8-0001-4ea2-9e42-24e83d5ecd6a,USER_01167,2023-08-19 20:29:00,Water Bill,Industrial Use,Delhi Jal Board,26999,147,54.23,773,Rural,27146,Expense,False,https://dummy-image-url.com/receipt2.jpg,20,Saturday,2023-08-19,False,True,False,False,33
f8c53632-5ccb-4a8c-a48a-38ff20d1f05d,USER_06153,2023-08-20 01:59:00,Bus Ticket,AC Seater,MakeMyTrip Bus,29914,152,63.7,468,Suburban,30066,Expense,False,https://dummy-image-url.com/receipt1.jpg,1,Sunday,2023-08-20,False,True,True,True,33
1314dd52-b80f-4b5f-9e4c-2834731a390e,USER_01839,2023-08-20 02:57:00,Rent Payment,Commercial Space Rent,Nestaway,51408,8,15.7,519,Urban,51416,Expense,False,https://dummy-image-url.com/receipt1.jpg,2,Sunday,2023-08-20,False,True,True,False,33
1dab5c5f-d3fb-43de-a225-29c113d42a49,USER_09865,2023-08-20 03:45:00,Online Shopping,Smart LED TV,Flipkart,70764,192,41.87,202,Urban,70956,Expense,False,https://dummy-image-url.com/receipt2.jpg,3,Sunday,2023-08-20,False,True,True,False,33
8bc5bb94-fead-469a-9a3a-50bd1ba3e5a7,USER_05566,2023-08-20 06:14:00,Flight Booking,Chennai to Hyderabad,Yatra,29561,88,20.1,556,Suburban,29649,Expense,False,https://dummy-image-url.com/receipt1.jpg,6,Sunday,2023-08-20,False,True,False,False,33
37bf717f-c8f9-46c9-baf5-0d66ac683bab,USER_04900,2023-08-20 06:47:00,Loan Repayment,Car Loan Installment,Axis Bank,69166,374,50.01,616,Suburban,69540,Expense,False,,6,Sunday,2023-08-20,False,True,False,False,33
dbf8a78a-9f24-433c-b917-216835e77971,USER_06975,2023-08-20 07:57:00,Taxi Fare,Share Ride,Ola,56426,335,23.13,38,Rural,56761,Expense,False,https://dummy-image-url.com/receipt1.jpg,7,Sunday,2023-08-20,False,True,False,False,33
cdfbd280-df3c-4003-bf4c-c258705becff,USER_08737,2023-08-20 13:14:00,Gas Bill,Commercial Gas Connection,Mahanagar Gas,97350,487,87.78,447,Urban,97837,Expense,False,,13,Sunday,2023-08-20,False,True,False,False,33
9b904efa-3212-420a-a6be-dc81021c3e9d,USER_08347,2023-08-20 15:20:00,Electricity Bill,Residential Bill,MSEDCL,19166,385,10.81,83,Urban,19551,Expense,False,https://dummy-image-url.com/receipt2.jpg,15,Sunday,2023-08-20,False,True,False,False,33
077cfec0-22d4-4dec-95bd-eb2cc5d4c25e,USER_06829,2023-08-20 16:29:00,Taxi Fare,Share Ride,Jugnoo,20146,235,92.5,370,Urban,20381,Expense,False,,16,Sunday,2023-08-20,False,True,False,False,33
b7ca9f03-f6e8-455e-844a-b91441255cc9,USER_04117,2023-08-20 17:38:00,Water Bill,Commercial Property,Hyderabad Water Board,12963,435,87.9,698,Urban,13398,Expense,False,,17,Sunday,2023-08-20,False,True,False,False,33
70f52836-0d7b-49f2-af0b-a390f87693a2,USER_06155,2023-08-20 17:40:00,Electricity Bill,Agricultural Bill,Tata Power,93137,444,16.47,594,Rural,93581,Expense,False,,17,Sunday,2023-08-20,False,True,False,False,33
d050b5a1-b31b-4c46-aa89-8c5a78200102,USER_00051,2023-08-20 17:50:00,Bus Ticket,Non-AC Seater,RedBus,67342,369,64.16,424,Urban,67711,Expense,False,https://dummy-image-url.com/receipt2.jpg,17,Sunday,2023-08-20,False,True,False,True,33
d081075a-7ada-47e5-a2d9-1e652a151d8f,USER_00930,2023-08-20 18:16:00,Internet Bill,4G Unlimited Plan,Jio Fiber,17609,385,86.45,280,Rural,17994,Expense,False,https://dummy-image-url.com/receipt2.jpg,18,Sunday,2023-08-20,False,True,False,False,33
1d870c66-f544-4a8f-8533-ec11510773b1,USER_03591,2023-08-20 19:48:00,Insurance Premium,Health Insurance,Max Life,51835,359,41.85,806,Urban,52194,Expense,False,,19,Sunday,2023-08-20,False,True,False,False,33
3361b17a-9c0e-4ff3-8c2d-fd87a63d6110,USER_02590,2023-08-20 19:50:00,Internet Bill,Business Internet Plan,ACT Fibernet,87212,342,70.07,877,Urban,87554,Expense,False,https://dummy-image-url.com/receipt1.jpg,19,Sunday,2023-08-20,False,True,False,False,33
a4fe9f29-a3f4-4516-a39f-861aa0cb60b7,USER_03043,2023-08-20 19:51:00,Gaming Credits,Legendary Weapon,Call of Duty Mobile,79753,36,18.94,349,Suburban,79789,Expense,False,https://dummy-image-url.com/receipt1.jpg,19,Sunday,2023-08-20,False,True,False,False,33
2ae5a3bb-d9d0-4f64-9922-04b8344108a5,USER_03935,2023-08-20 21:03:00,Movie Ticket,Baahubali 2,Carnival Cinemas,57420,249,3.55,60,Urban,57669,Expense,False,https://dummy-image-url.com/receipt2.jpg,21,Sunday,2023-08-20,False,True,False,True,33
bd51839f-7dd2-4d26-91e2-4504b79c1dde,USER_03336,2023-08-20 22:06:00,Loan Repayment,Business Loan Repayment,ICICI Bank,25783,351,59.04,78,Urban,26134,Expense,False,https://dummy-image-url.com/receipt1.jpg,22,Sunday,2023-08-20,False,True,True,False,33
5c807c66-52ec-419c-aa5b-4daeec5a79cb,USER_03325,2023-08-20 22:20:00,Insurance Premium,Travel Insurance,Max Life,38553,235,73.61,117,Urban,38788,Expense,False,https://dummy-image-url.com/receipt2.jpg,22,Sunday,2023-08-20,False,True,True,False,33
f4f1bf20-5851-4c25-a324-a5a948ecbbaa,USER_03528,2023-08-20 23:10:00,Mobile Recharge,Postpaid Plan 599,Airtel,14468,62,75.16,684,Suburban,14530,Expense,False,,23,Sunday,2023-08-20,False,True,True,False,33
6723ec06-5f83-4995-ad8f-aa055d8e317d,USER_01473,2023-08-21 00:57:00,Gas Bill,Piped Natural Gas,Bharat Gas,30902,203,32.99,714,Urban,31105,Expense,False,https://dummy-image-url.com/receipt2.jpg,0,Monday,2023-08-21,False,False,True,False,34
0a446f41-9c5a-4616-a6a8-ad692ed9d8a4,USER_03895,2023-08-21 01:16:00,Water Bill,Tanker Supply,Hyderabad Water Board,12036,324,73.95,961,Urban,12360,Expense,False,,1,Monday,2023-08-21,False,False,True,False,34
bbc20141-064b-4592-8deb-72212b113fd4,USER_00326,2023-08-21 03:53:00,Grocery Shopping,Dairy Milk Chocolate,Amazon Pantry,3726,66,67.38,379,Suburban,3792,Expense,False,https://dummy-image-url.com/receipt1.jpg,3,Monday,2023-08-21,False,False,True,False,34
64fb3179-c2e8-41e0-88f5-51ec4bfe8a3d,USER_06052,2023-08-21 04:27:00,Movie Ticket,3 Idiots,INOX,73936,330,80.36,415,Rural,74266,Expense,False,https://dummy-image-url.com/receipt1.jpg,4,Monday,2023-08-21,False,False,True,True,34
8dd4359a-0f15-41d0-bee9-dbaeb54e62e7,USER_03700,2023-08-21 04:58:00,Water Bill,Commercial Property,Bangalore Water Supply,63265,82,64.76,909,Suburban,63347,Expense,False,,4,Monday,2023-08-21,False,False,True,False,34
569dcf7a-9e65-4271-9484-7acdc0f1118b,USER_07984,2023-08-21 05:28:00,Loan Repayment,Education Loan EMI,HDFC Bank,10448,36,95.47,769,Urban,10484,Expense,False,https://dummy-image-url.com/receipt2.jpg,5,Monday,2023-08-21,False,False,False,False,34
09c210a8-42b4-40e2-aea3-9d8496c372a0,USER_04870,2023-08-21 05:49:00,Taxi Fare,Rental Package,Uber,4083,98,99.57,153,Suburban,4181,Expense,False,,5,Monday,2023-08-21,False,False,False,False,34
17ea2a26-9889-4de2-8741-cbed99695971,USER_04742,2023-08-21 07:53:00,Rent Payment,Co-working Space,OYO Life,87830,477,51.8,373,Rural,88307,Expense,False,,7,Monday,2023-08-21,False,False,False,False,34
8c0d75ff-a01b-48ac-aa8f-fd82cf56f061,USER_08741,2023-08-21 15:14:00,Mobile Recharge,Postpaid Plan 599,Idea,96548,304,44.61,602,Rural,96852,Expense,False,https://dummy-image-url.com/receipt1.jpg,15,Monday,2023-08-21,False,False,False,False,34
55c48f2a-777c-4a79-b98f-ee1fc6c10cf5,USER_07974,2023-08-21 16:33:00,Grocery Shopping,Dairy Milk Chocolate,Flipkart Supermart,49109,409,48.52,804,Suburban,49518,Expense,False,,16,Monday,2023-08-21,False,False,False,False,34
877c0fc1-f7f6-4f54-b828-901899ee9f65,USER_05484,2023-08-21 17:00:00,Food Delivery,Pizza Margherita,Uber Eats,70124,405,47.37,872,Urban,70529,Expense,False,https://dummy-image-url.com/receipt2.jpg,17,Monday,2023-08-21,False,False,False,True,34
9b4312a2-70fb-41bc-b657-669f173027d9,USER_07662,2023-08-21 17:24:00,Gas Bill,Piped Natural Gas,Mahanagar Gas,64642,13,81.33,281,Urban,64655,Expense,False,,17,Monday,2023-08-21,False,False,False,False,34
20ca6543-cc63-4d1d-bab5-5cbcdf2f7bc4,USER_01404,2023-08-21 19:32:00,Loan Repayment,Home Loan EMI,ICICI Bank,98290,216,50.04,414,Urban,98506,Expense,False,https://dummy-image-url.com/receipt1.jpg,19,Monday,2023-08-21,False,False,False,False,34
866c66b0-7e40-4db9-8e6a-d719974e4a7a,USER_06644,2023-08-21 19:43:00,Taxi Fare,Airport Transfer,Rapido,48491,467,88.66,859,Urban,48958,Expense,False,,19,Monday,2023-08-21,False,False,False,False,34
783022a5-7e76-4bb8-9fb0-586b7d59172c,USER_03963,2023-08-21 21:05:00,Taxi Fare,Outstation Trip,Rapido,70782,293,92.22,533,Urban,71075,Expense,False,https://dummy-image-url.com/receipt2.jpg,21,Monday,2023-08-21,False,False,False,False,34
3044006d-778b-4cfa-8003-426759e482f9,USER_02160,2023-08-22 02:57:00,Streaming Service,Family Subscription,Netflix,7488,216,34.34,344,Urban,7704,Expense,False,,2,Tuesday,2023-08-22,False,False,True,False,34
c64c9431-0700-4c10-922c-8d412684acd2,USER_00509,2023-08-22 05:04:00,Internet Bill,Business Internet Plan,BSNL Broadband,6159,115,21.79,777,Urban,6274,Expense,False,,5,Tuesday,2023-08-22,False,False,False,False,34
5aca1931-8a08-4f72-9b91-c3f627f9b647,USER_05421,2023-08-22 10:37:00,Taxi Fare,Outstation Trip,Rapido,967,390,72.11,115,Urban,1357,Expense,False,,10,Tuesday,2023-08-22,False,False,False,False,34
a9356e2d-5f4e-487e-b812-6010c743745f,USER_00536,2023-08-22 10:47:00,Gaming Credits,1000 Game Coins,Minecraft,87167,496,11.57,397,Urban,87663,Expense,False,,10,Tuesday,2023-08-22,False,False,False,False,34
c6dbd684-88f7-4ecc-bd22-c674dbfb13d9,USER_03732,2023-08-22 13:11:00,Online Shopping,Smart LED TV,Myntra,37711,396,91.57,547,Urban,38107,Expense,False,,13,Tuesday,2023-08-22,False,False,False,False,34
6d684943-0472-4f24-af22-afd72dbe8f0e,USER_00058,2023-08-22 15:49:00,Grocery Shopping,Whole Wheat Atta,Flipkart Supermart,60316,229,31.89,207,Urban,60545,Expense,False,,15,Tuesday,2023-08-22,False,False,False,False,34
d3495957-02c3-41ed-b415-820289947cf6,USER_01431,2023-08-22 16:21:00,Electricity Bill,Residential Bill,Reliance Energy,81081,132,36.14,867,Urban,81213,Expense,False,https://dummy-image-url.com/receipt1.jpg,16,Tuesday,2023-08-22,False,False,False,False,34
5aa196df-d98e-434e-a144-0683843d614c,USER_01569,2023-08-22 20:00:00,Water Bill,Industrial Use,Chennai Metro Water,34245,272,3.46,831,Suburban,34517,Expense,False,https://dummy-image-url.com/receipt2.jpg,20,Tuesday,2023-08-22,False,False,False,False,34
373e20b9-82d4-4168-ba6a-c5835c6d4bfa,USER_09093,2023-08-22 20:38:00,Internet Bill,4G Unlimited Plan,Hathway,28966,182,80.13,808,Urban,29148,Expense,False,https://dummy-image-url.com/receipt2.jpg,20,Tuesday,2023-08-22,False,False,False,False,34
8201b4a9-ba83-47eb-a947-677ddd79f1e7,USER_08679,2023-08-22 22:04:00,Gas Bill,Auto LPG,Mahanagar Gas,90675,168,51.84,719,Suburban,90843,Expense,False,https://dummy-image-url.com/receipt2.jpg,22,Tuesday,2023-08-22,False,False,True,False,34
6ea4a826-e48a-47e8-bbe4-0d61d35a6802,USER_03820,2023-08-22 22:29:00,Streaming Service,Standard Plan,Amazon Prime,11887,321,46.51,490,Suburban,12208,Expense,False,https://dummy-image-url.com/receipt2.jpg,22,Tuesday,2023-08-22,False,False,True,False,34
23b2fcb6-19ed-4fe8-837b-0c77ebd9644b,USER_03468,2023-08-22 23:43:00,Rent Payment,1BHK Apartment Rent,Housing.com,29387,129,46.18,481,Suburban,29516,Expense,False,,23,Tuesday,2023-08-22,False,False,True,False,34
10b08a73-c807-4140-8d70-e64e046f933e,USER_02224,2023-08-23 00:17:00,Mobile Recharge,Postpaid Plan 599,Vodafone,21900,147,89.05,803,Urban,22047,Expense,False,https://dummy-image-url.com/receipt1.jpg,0,Wednesday,2023-08-23,False,False,True,False,34
bfa9798a-6936-458d-aa21-ce248ba57ab6,USER_04519,2023-08-23 00:40:00,Gift Card,Rs. 1000 Shopping Voucher,Amazon Pay,46917,386,80.81,981,Suburban,47303,Expense,False,,0,Wednesday,2023-08-23,False,False,True,False,34
93778797-e651-416b-8b06-88e71120a455,USER_00916,2023-08-23 02:01:00,Food Delivery,Vegetable Biryani,Foodpanda,8579,414,44.5,43,Urban,8993,Expense,True,https://dummy-image-url.com/receipt1.jpg,2,Wednesday,2023-08-23,False,False,True,True,34
666d31da-1bce-435c-b3e9-ac338a4bbe63,USER_06348,2023-08-23 03:27:00,Online Shopping,Fitness Tracker,Nykaa,83918,320,99.29,514,Urban,84238,Expense,False,https://dummy-image-url.com/receipt1.jpg,3,Wednesday,2023-08-23,False,False,True,False,34
c3ffd155-2581-44be-8e4b-f5d78397e35e,USER_01868,2023-08-23 03:31:00,Water Bill,Commercial Property,Mumbai Water,91281,91,47.54,337,Urban,91372,Expense,False,,3,Wednesday,2023-08-23,False,False,True,False,34
5bfa32c5-0dfd-4a7f-98a0-41f75b4c5ac2,USER_00724,2023-08-23 05:31:00,Movie Ticket,3 Idiots,SPI Cinemas,34268,107,39.77,739,Urban,34375,Expense,False,,5,Wednesday,2023-08-23,False,False,False,True,34
2a9477e4-7a41-41ef-ba5e-16d12b696609,USER_09458,2023-08-23 08:40:00,Streaming Service,Standard Plan,Hotstar,81254,312,75.32,916,Rural,81566,Expense,False,,8,Wednesday,2023-08-23,False,False,False,False,34
cc0ba380-73e8-4340-ad85-3d50bd9ccb5f,USER_06794,2023-08-23 10:11:00,Movie Ticket,Baahubali 2,Cinepolis,64960,103,1.54,117,Urban,65063,Expense,False,,10,Wednesday,2023-08-23,False,False,False,True,34
937ea2bc-4d8d-4d1d-a9fd-4945d33e7cfc,USER_01317,2023-08-23 13:08:00,Movie Ticket,Baahubali 2,Cinepolis,14222,27,23.37,745,Urban,14249,Expense,False,https://dummy-image-url.com/receipt2.jpg,13,Wednesday,2023-08-23,False,False,False,True,34
f94efc68-227c-46ba-a6dd-d8706455aa39,USER_02077,2023-08-23 15:48:00,Flight Booking,Chennai to Hyderabad,MakeMyTrip,70182,144,1.93,130,Urban,70326,Expense,False,,15,Wednesday,2023-08-23,False,False,False,False,34
0f0ee41a-c0cb-48cb-9e3a-466cb5cd374e,USER_06845,2023-08-23 16:38:00,Insurance Premium,Travel Insurance,HDFC Life,70618,164,31.02,689,Urban,70782,Expense,False,https://dummy-image-url.com/receipt1.jpg,16,Wednesday,2023-08-23,False,False,False,False,34
a0fbbff8-dd54-4897-b6b3-9992711bf576,USER_02524,2023-08-23 17:36:00,Electricity Bill,Industrial Bill,Reliance Energy,41364,280,79.1,85,Urban,41644,Expense,False,https://dummy-image-url.com/receipt1.jpg,17,Wednesday,2023-08-23,False,False,False,False,34
fe525678-2715-4b45-9ec6-9f5db92547bb,USER_06965,2023-08-23 23:07:00,Loan Repayment,Business Loan Repayment,Bajaj Finserv,78924,16,10.34,712,Urban,78940,Expense,False,,23,Wednesday,2023-08-23,False,False,True,False,34
b2c258bb-ba9c-42d1-9419-76847927d525,USER_02936,2023-08-24 03:27:00,Mobile Recharge,Data Pack 50GB,Vodafone,26688,163,8.45,100,Urban,26851,Expense,False,https://dummy-image-url.com/receipt1.jpg,3,Thursday,2023-08-24,False,False,True,False,34
d897b708-d59b-4b23-bded-0a24f5a4e0fa,USER_00889,2023-08-24 03:32:00,Education Fee,MBA Entrance Prep,Udemy,87395,65,1.15,368,Urban,87460,Expense,False,https://dummy-image-url.com/receipt2.jpg,3,Thursday,2023-08-24,False,False,True,False,34
7b68998f-2aaf-4733-b873-1a46fa2c56f5,USER_02268,2023-08-24 05:04:00,Flight Booking,Ahmedabad to Jaipur,Yatra,50804,189,61.96,536,Urban,50993,Expense,False,,5,Thursday,2023-08-24,False,False,False,False,34
6faef832-98c9-435b-8e2d-e0950486c941,USER_06110,2023-08-24 05:46:00,Mobile Recharge,Annual Plan 2999,Jio,84510,55,6.55,265,Urban,84565,Expense,False,,5,Thursday,2023-08-24,False,False,False,False,34
46447c57-cf75-4128-8487-802e3111104c,USER_06578,2023-08-24 06:02:00,Bus Ticket,Volvo Multi-Axle,Goibibo,129,363,18.54,271,Urban,492,Expense,False,https://dummy-image-url.com/receipt2.jpg,6,Thursday,2023-08-24,False,False,False,True,34
dbdd2a0c-4e9c-4953-99ce-3d3eb5298798,USER_03529,2023-08-24 09:32:00,Grocery Shopping,Whole Wheat Atta,BigBasket,14453,181,53.29,995,Urban,14634,Expense,False,https://dummy-image-url.com/receipt2.jpg,9,Thursday,2023-08-24,False,False,False,False,34
4cf9c225-0e97-4ad4-8e42-9e70029004fa,USER_03485,2023-08-24 09:55:00,Water Bill,Industrial Use,Hyderabad Water Board,36358,55,16.98,506,Urban,36413,Expense,False,https://dummy-image-url.com/receipt1.jpg,9,Thursday,2023-08-24,False,False,False,False,34
722acc23-f00b-4f1e-ba1a-ce5141b93df0,USER_00515,2023-08-24 13:18:00,Internet Bill,Student Special Plan,Jio Fiber,94801,138,66.23,765,Urban,94939,Expense,False,https://dummy-image-url.com/receipt1.jpg,13,Thursday,2023-08-24,False,False,False,False,34
47c2aa95-9d76-45bd-a9cc-8b0ca46ab633,USER_02129,2023-08-24 15:15:00,Bus Ticket,AC Seater,Goibibo,75177,219,94.53,777,Urban,75396,Expense,False,,15,Thursday,2023-08-24,False,False,False,True,34
9d9503cd-cdd8-445d-88ca-5323bc6fa8f4,USER_08642,2023-08-24 17:22:00,Internet Bill,4G Unlimited Plan,Jio Fiber,22078,436,1.96,974,Suburban,22514,Expense,False,https://dummy-image-url.com/receipt2.jpg,17,Thursday,2023-08-24,False,False,False,False,34
4ef97d92-fd71-406d-9f57-6daac104b60c,USER_00975,2023-08-24 18:51:00,Food Delivery,Butter Chicken,Uber Eats,33663,29,75.32,301,Urban,33692,Expense,False,,18,Thursday,2023-08-24,False,False,False,True,34
76411eb6-92bb-45bc-8266-fe3ecdcd7a2f,USER_06105,2023-08-24 20:49:00,Rent Payment,2BHK Flat Deposit,Nestaway,12380,310,7.53,215,Suburban,12690,Expense,False,https://dummy-image-url.com/receipt2.jpg,20,Thursday,2023-08-24,False,False,False,False,34
83719b09-f0c1-4387-940d-7887070c9356,USER_05483,2023-08-24 21:08:00,Streaming Service,Basic Plan,ZEE5,63610,61,16.61,185,Suburban,63671,Expense,False,,21,Thursday,2023-08-24,False,False,False,False,34
c62a1a6c-4108-4e32-a49a-e621c4cf7cd1,USER_03020,2023-08-24 21:35:00,Food Delivery,Masala Dosa,Domino's,29665,366,25.29,17,Urban,30031,Expense,False,https://dummy-image-url.com/receipt1.jpg,21,Thursday,2023-08-24,False,False,False,True,34
eef0ec78-df0d-4f08-9397-7f5d91511cec,USER_00836,2023-08-24 21:56:00,Food Delivery,Pizza Margherita,Uber Eats,85916,401,8.79,639,Urban,86317,Expense,False,,21,Thursday,2023-08-24,False,False,False,True,34
bc531e39-cb1c-421f-a103-be39f7f80c6d,USER_09219,2023-08-25 04:08:00,Education Fee,MBA Entrance Prep,Coursera,48044,473,34.84,59,Urban,48517,Expense,True,https://dummy-image-url.com/receipt1.jpg,4,Friday,2023-08-25,False,False,True,False,34
6f247193-36fc-4ecf-a484-75da7a556e16,USER_02867,2023-08-25 04:10:00,Water Bill,Tanker Supply,Bangalore Water Supply,75728,238,4.28,743,Suburban,75966,Expense,False,,4,Friday,2023-08-25,False,False,True,False,34
8c5f4fa8-a76b-46ce-9734-c5f3129c34cc,USER_08415,2023-08-25 04:37:00,Streaming Service,Premium Plan,Hotstar,58416,332,5.62,657,Urban,58748,Expense,False,https://dummy-image-url.com/receipt1.jpg,4,Friday,2023-08-25,False,False,True,False,34
29f43ae0-e54f-472c-9a06-e4326c581b03,USER_00933,2023-08-25 06:56:00,Electricity Bill,Agricultural Bill,Reliance Energy,50604,402,34.4,808,Urban,51006,Expense,False,https://dummy-image-url.com/receipt2.jpg,6,Friday,2023-08-25,False,False,False,False,34
69852da3-c8a2-4f28-b358-f661e1ef68f6,USER_00664,2023-08-25 08:08:00,Education Fee,MBA Entrance Prep,Coursera,66966,375,31.55,741,Rural,67341,Expense,False,,8,Friday,2023-08-25,False,False,False,False,34
e6b75594-2fd3-4b13-9961-a78718a09802,USER_06850,2023-08-25 09:58:00,Water Bill,Commercial Property,Chennai Metro Water,61394,246,35.73,105,Urban,61640,Expense,False,,9,Friday,2023-08-25,False,False,False,False,34
e4e06d74-5019-4c1c-9e6f-72a13cb0d55e,USER_09242,2023-08-25 10:33:00,Mobile Recharge,Family Plan 999,Vodafone,3111,242,73.73,470,Urban,3353,Expense,False,,10,Friday,2023-08-25,False,False,False,False,34
6cd180f1-cd2f-44d3-8f81-afc5e3d16e9b,USER_06733,2023-08-25 14:43:00,Grocery Shopping,Basmati Rice,BigBasket,42415,381,37.51,140,Urban,42796,Expense,False,,14,Friday,2023-08-25,False,False,False,False,34
