user_id,umur,pendapatan_bulanan,status_premium,ab_test_group,tema_aktif,avatar_aktif
USER_09923,27,4200000,False,A,Light Mode,Crypto Ninja
USER_01043,24,7400000,True,B,Cyberpunk Maskulin,Finance Wizard
USER_06172,26,3900000,False,A,Light Mode,Default User
USER_01705,24,12900000,False,A,Light Mode,Tech Robot
USER_05568,18,3800000,True,A,Cyberpunk Maskulin,Finance Wizard
USER_00301,18,8300000,False,A,Dark Mode,Crypto Ninja
USER_06067,26,14900000,False,A,Dark Mode,Finance Wizard
USER_03315,28,14800000,False,B,Dark Mode,Tech Robot
USER_00414,26,5600000,False,A,Light Mode,Finance Wizard
USER_07678,21,6300000,False,A,Dark Mode,Tech Robot
USER_02353,26,14400000,False,B,Light Mode,Finance Wizard
USER_05321,20,3000000,False,B,Light Mode,Default User
USER_08451,24,6100000,True,B,Dark Mode,Finance Wizard
USER_02656,23,11800000,True,B,Sunset Lo-Fi,Default User
USER_08017,25,12200000,False,A,Light Mode,Tech Robot
USER_02075,28,10000000,False,B,Light Mode,Default User
USER_08782,26,14200000,False,B,Light Mode,Finance Wizard
USER_08433,22,9600000,False,B,Light Mode,Default User
USER_04308,18,11300000,False,A,Dark Mode,Tech Robot
USER_00698,20,4900000,False,A,Dark Mode,Finance Wizard
USER_04926,27,14600000,False,A,Light Mode,Default User
USER_01698,25,12300000,False,B,Light Mode,Default User
USER_00532,28,6400000,False,B,Dark Mode,Crypto Ninja
USER_05398,23,12800000,True,B,Cute Hello Kitty,Default User
USER_02641,25,14200000,False,A,Dark Mode,Crypto Ninja
USER_01608,26,13200000,False,B,Light Mode,Tech Robot
USER_03541,21,12000000,False,B,Dark Mode,Crypto Ninja
USER_05974,18,11900000,False,A,Dark Mode,Tech Robot
USER_09037,18,10700000,False,B,Light Mode,Default User
USER_05270,27,4600000,False,A,Light Mode,Default User
USER_01958,21,4700000,False,B,Dark Mode,Crypto Ninja
USER_00886,24,7400000,False,B,Light Mode,Tech Robot
USER_00898,19,14500000,False,B,Dark Mode,Default User
USER_08809,20,12200000,False,B,Dark Mode,Crypto Ninja
USER_00654,18,11300000,False,B,Light Mode,Crypto Ninja
USER_02819,22,8200000,False,A,Light Mode,Crypto Ninja
USER_05547,18,12000000,False,A,Dark Mode,Default User
USER_05720,25,11100000,False,B,Light Mode,Tech Robot
USER_04638,18,9700000,False,A,Light Mode,Default User
USER_08645,28,9400000,False,A,Light Mode,Finance Wizard
USER_08934,18,14300000,False,B,Light Mode,Finance Wizard
USER_00514,19,3000000,False,B,Light Mode,Default User
USER_02294,19,8700000,False,A,Light Mode,Tech Robot
USER_02074,23,5500000,False,A,Light Mode,Crypto Ninja
USER_05613,24,13800000,False,A,Dark Mode,Finance Wizard
USER_01587,22,4900000,False,A,Light Mode,Finance Wizard
USER_06019,18,14500000,False,A,Dark Mode,Default User
USER_01432,18,11600000,False,B,Light Mode,Finance Wizard
USER_08132,20,3900000,False,A,Dark Mode,Finance Wizard
USER_05470,19,8800000,False,A,Light Mode,Crypto Ninja
USER_05934,22,10400000,True,A,Dark Mode,Crypto Ninja
USER_03232,27,7000000,False,B,Light Mode,Tech Robot
USER_01357,23,13400000,False,A,Dark Mode,Finance Wizard
USER_03739,24,3400000,False,A,Light Mode,Tech Robot
USER_02393,21,9400000,False,A,Light Mode,Tech Robot
USER_09084,24,4600000,False,B,Dark Mode,Crypto Ninja
USER_03612,28,5100000,False,B,Dark Mode,Crypto Ninja
USER_09761,25,12700000,True,A,Cyberpunk Maskulin,Default User
USER_02259,28,14900000,False,A,Dark Mode,Crypto Ninja
USER_01625,18,13800000,False,A,Dark Mode,Tech Robot
USER_07297,23,7000000,False,B,Light Mode,Finance Wizard
USER_03619,25,12200000,False,B,Dark Mode,Tech Robot
USER_00638,22,9700000,False,A,Light Mode,Tech Robot
USER_08615,21,9800000,False,A,Dark Mode,Tech Robot
USER_02212,19,4000000,False,A,Light Mode,Crypto Ninja
USER_03802,23,8500000,False,A,Dark Mode,Tech Robot
USER_02110,23,8000000,False,B,Light Mode,Default User
USER_08040,28,5000000,False,A,Light Mode,Finance Wizard
USER_00129,18,12800000,False,A,Dark Mode,Crypto Ninja
USER_03360,26,10500000,False,A,Dark Mode,Tech Robot
USER_04883,28,5500000,False,B,Light Mode,Default User
USER_01936,23,14400000,False,B,Light Mode,Finance Wizard
USER_08983,20,4800000,False,A,Dark Mode,Tech Robot
USER_06197,21,13800000,False,A,Dark Mode,Finance Wizard
USER_02530,28,8900000,False,A,Dark Mode,Crypto Ninja
USER_07797,21,10000000,True,A,Dark Mode,Crypto Ninja
USER_03907,20,7600000,False,A,Dark Mode,Default User
USER_01658,27,14800000,True,B,Midnight Galaxy,Crypto Ninja
USER_04724,20,10000000,True,B,Sunset Lo-Fi,Default User
USER_02766,20,5500000,False,B,Dark Mode,Tech Robot
USER_03998,21,6900000,False,A,Dark Mode,Finance Wizard
USER_08369,24,3400000,False,B,Dark Mode,Crypto Ninja
USER_00056,21,5000000,False,B,Dark Mode,Finance Wizard
USER_02349,26,10700000,False,A,Light Mode,Finance Wizard
USER_00676,18,3300000,True,A,Sunset Lo-Fi,Tech Robot
USER_02402,25,5200000,False,A,Light Mode,Tech Robot
USER_05241,24,13500000,False,A,Light Mode,Crypto Ninja
USER_03498,19,11300000,False,A,Dark Mode,Tech Robot
USER_03413,25,4400000,False,B,Light Mode,Finance Wizard
USER_07915,18,14300000,False,A,Dark Mode,Default User
USER_08975,28,14500000,False,B,Dark Mode,Default User
USER_08792,26,13800000,False,A,Light Mode,Default User
USER_09413,26,12200000,False,B,Light Mode,Crypto Ninja
USER_05151,19,3700000,True,A,Cute Hello Kitty,Tech Robot
USER_03461,24,7000000,False,B,Light Mode,Tech Robot
USER_09969,27,14100000,True,A,Dark Mode,Tech Robot
USER_02721,20,4800000,False,A,Dark Mode,Tech Robot
USER_04273,24,14100000,False,B,Dark Mode,Finance Wizard
USER_08680,27,13200000,False,A,Dark Mode,Default User
USER_09953,26,7500000,False,B,Light Mode,Finance Wizard
USER_03062,21,5700000,False,B,Dark Mode,Crypto Ninja
USER_06999,18,13900000,False,A,Dark Mode,Default User
USER_06474,19,15000000,False,A,Dark Mode,Default User
USER_03284,18,12000000,False,B,Light Mode,Finance Wizard
USER_09008,22,9700000,True,A,Dark Mode,Crypto Ninja
USER_09640,22,4400000,False,B,Dark Mode,Crypto Ninja
USER_08561,28,12800000,False,B,Light Mode,Default User
USER_06026,24,6600000,True,A,Cute Hello Kitty,Tech Robot
USER_03949,26,3000000,False,A,Dark Mode,Crypto Ninja
USER_05154,26,9600000,True,B,Midnight Galaxy,Finance Wizard
USER_08381,20,14000000,False,A,Light Mode,Crypto Ninja
USER_00400,20,5300000,False,A,Light Mode,Default User
USER_06847,20,5600000,False,A,Dark Mode,Tech Robot
USER_08542,21,6900000,True,B,Dark Mode,Crypto Ninja
USER_09488,25,9200000,False,A,Dark Mode,Default User
USER_00922,23,9000000,True,A,Cyberpunk Maskulin,Crypto Ninja
USER_04607,25,6500000,False,B,Light Mode,Tech Robot
USER_01456,18,12700000,False,A,Light Mode,Finance Wizard
USER_05910,25,12200000,False,A,Light Mode,Default User
USER_00917,21,5300000,False,B,Light Mode,Default User
USER_06600,28,5300000,False,B,Light Mode,Tech Robot
USER_05474,18,13500000,False,B,Dark Mode,Default User
USER_02147,25,3300000,False,A,Light Mode,Tech Robot
USER_07878,21,9600000,False,B,Dark Mode,Default User
USER_05315,23,6300000,False,A,Light Mode,Tech Robot
USER_03179,25,8600000,False,A,Dark Mode,Crypto Ninja
USER_06659,21,7800000,True,A,Midnight Galaxy,Crypto Ninja
USER_08234,20,11600000,False,A,Dark Mode,Crypto Ninja
USER_04984,26,8200000,True,B,Midnight Galaxy,Default User
USER_01854,20,14900000,False,A,Light Mode,Tech Robot
USER_09123,26,14500000,False,B,Light Mode,Tech Robot
USER_00747,19,5200000,False,B,Light Mode,Finance Wizard
USER_01784,19,13800000,False,B,Dark Mode,Crypto Ninja
USER_00108,19,9800000,True,A,Cute Hello Kitty,Finance Wizard
USER_09183,23,12400000,False,B,Dark Mode,Crypto Ninja
USER_04936,20,8200000,False,A,Light Mode,Finance Wizard
USER_07078,26,9100000,False,A,Light Mode,Crypto Ninja
USER_08919,21,7000000,False,B,Dark Mode,Tech Robot
USER_01306,18,8600000,False,A,Light Mode,Crypto Ninja
USER_09911,21,15000000,False,A,Light Mode,Default User
USER_04981,18,8900000,False,B,Light Mode,Crypto Ninja
USER_00778,22,8300000,True,A,Dark Mode,Crypto Ninja
USER_09711,21,9900000,False,B,Light Mode,Tech Robot
USER_09742,25,13000000,False,A,Light Mode,Default User
USER_02432,25,8600000,False,A,Dark Mode,Tech Robot
USER_08199,24,3900000,False,A,Dark Mode,Finance Wizard
USER_00242,20,6900000,False,A,Light Mode,Finance Wizard
USER_02621,18,3600000,False,A,Light Mode,Default User
USER_08067,18,13200000,False,B,Light Mode,Finance Wizard
USER_09889,28,6700000,True,B,Midnight Galaxy,Default User
USER_04443,20,11400000,False,B,Dark Mode,Crypto Ninja
USER_02737,23,9000000,True,A,Dark Mode,Finance Wizard
USER_03856,24,11300000,True,B,Midnight Galaxy,Crypto Ninja
USER_03347,23,3200000,False,B,Dark Mode,Tech Robot
USER_06144,23,8000000,False,B,Dark Mode,Finance Wizard
USER_06735,23,11500000,False,A,Dark Mode,Tech Robot
USER_07707,20,7600000,False,B,Dark Mode,Tech Robot
USER_00644,23,9700000,False,B,Dark Mode,Default User
USER_08775,25,12100000,False,A,Dark Mode,Tech Robot
USER_02748,28,10500000,False,B,Light Mode,Default User
USER_02713,28,6700000,False,A,Dark Mode,Default User
USER_05744,19,14400000,False,B,Dark Mode,Default User
USER_06734,22,6500000,False,B,Light Mode,Default User
USER_08129,18,14000000,False,B,Dark Mode,Default User
USER_08898,18,7000000,True,A,Cyberpunk Maskulin,Crypto Ninja
USER_07051,22,9800000,False,A,Dark Mode,Default User
USER_08196,20,4200000,False,B,Light Mode,Finance Wizard
USER_02163,21,11600000,False,A,Light Mode,Default User
USER_02417,20,8700000,True,A,Sunset Lo-Fi,Crypto Ninja
USER_03666,18,7900000,False,B,Dark Mode,Finance Wizard
USER_04488,18,5900000,False,A,Light Mode,Finance Wizard
USER_08442,22,9100000,False,A,Dark Mode,Crypto Ninja
USER_05836,23,13000000,True,A,Cute Hello Kitty,Finance Wizard
USER_02809,20,5400000,False,A,Dark Mode,Crypto Ninja
USER_08127,26,14100000,False,B,Dark Mode,Tech Robot
USER_02847,22,5600000,False,B,Dark Mode,Tech Robot
USER_01038,25,8000000,False,B,Dark Mode,Default User
USER_06610,18,10700000,False,B,Dark Mode,Default User
USER_04050,22,8600000,False,B,Light Mode,Default User
USER_00394,20,14100000,True,B,Cute Hello Kitty,Default User
USER_08128,18,7600000,True,A,Dark Mode,Crypto Ninja
USER_08366,21,14700000,False,B,Light Mode,Tech Robot
USER_07001,22,12900000,False,A,Dark Mode,Crypto Ninja
USER_00788,24,6800000,True,B,Light Mode,Finance Wizard
USER_00387,18,4500000,False,B,Light Mode,Finance Wizard
USER_03053,20,14900000,False,A,Dark Mode,Finance Wizard
USER_06171,19,5100000,True,B,Cute Hello Kitty,Finance Wizard
USER_04843,26,11400000,False,A,Light Mode,Finance Wizard
USER_06243,27,8300000,True,B,Cute Hello Kitty,Tech Robot
USER_06832,23,5000000,True,A,Cyberpunk Maskulin,Crypto Ninja
USER_06352,27,10100000,True,B,Cyberpunk Maskulin,Finance Wizard
USER_09538,20,14200000,False,A,Dark Mode,Default User
USER_06453,25,4500000,True,A,Cute Hello Kitty,Tech Robot
USER_00926,25,8800000,True,A,Sunset Lo-Fi,Default User
USER_07860,19,14800000,False,A,Light Mode,Tech Robot
USER_00789,23,6000000,False,A,Dark Mode,Tech Robot
USER_05480,24,7100000,False,B,Dark Mode,Default User
USER_02316,19,10300000,False,A,Dark Mode,Default User
USER_09204,28,6100000,True,A,Midnight Galaxy,Finance Wizard
USER_05813,27,8800000,False,A,Light Mode,Default User
USER_03578,19,6300000,False,B,Light Mode,Crypto Ninja
USER_03310,27,3800000,False,B,Light Mode,Tech Robot
USER_06891,18,11000000,False,B,Dark Mode,Tech Robot
USER_07513,25,4000000,False,B,Light Mode,Finance Wizard
USER_04754,18,12500000,True,A,Midnight Galaxy,Tech Robot
USER_09794,26,3900000,False,A,Light Mode,Default User
USER_06161,28,11500000,True,A,Dark Mode,Tech Robot
USER_04601,23,15000000,False,B,Dark Mode,Tech Robot
USER_03936,24,4600000,False,B,Light Mode,Default User
USER_06480,27,9700000,False,A,Dark Mode,Default User
USER_05351,24,7700000,False,A,Light Mode,Tech Robot
USER_07068,27,8100000,False,A,Light Mode,Crypto Ninja
USER_08989,20,14000000,False,A,Light Mode,Default User
USER_09015,19,5400000,False,B,Light Mode,Crypto Ninja
USER_01749,26,5000000,False,A,Light Mode,Crypto Ninja
USER_01505,25,13000000,False,B,Light Mode,Finance Wizard
USER_05752,27,13100000,False,A,Light Mode,Crypto Ninja
USER_08811,24,14200000,False,B,Dark Mode,Finance Wizard
USER_03874,26,9400000,False,B,Light Mode,Crypto Ninja
USER_05381,21,9200000,False,B,Light Mode,Finance Wizard
USER_09135,21,11800000,False,B,Dark Mode,Default User
USER_01085,18,8000000,True,B,Dark Mode,Tech Robot
USER_03588,25,6500000,False,B,Light Mode,Tech Robot
USER_05937,20,11000000,False,B,Light Mode,Finance Wizard
USER_01647,24,13400000,False,B,Light Mode,Default User
USER_06024,19,11700000,False,B,Dark Mode,Finance Wizard
USER_02879,19,9500000,False,B,Light Mode,Finance Wizard
USER_00246,24,13300000,False,B,Dark Mode,Default User
USER_05144,23,4400000,False,B,Light Mode,Crypto Ninja
USER_03888,20,12500000,False,A,Light Mode,Crypto Ninja
USER_05088,26,6800000,False,A,Dark Mode,Default User
USER_08925,27,9900000,True,A,Cyberpunk Maskulin,Finance Wizard
USER_01238,23,3000000,True,B,Cyberpunk Maskulin,Tech Robot
USER_06736,27,14000000,False,B,Light Mode,Finance Wizard
USER_07178,27,5200000,False,A,Dark Mode,Crypto Ninja
USER_01078,23,6800000,False,B,Light Mode,Default User
USER_07140,18,8600000,True,B,Sunset Lo-Fi,Default User
USER_06370,21,11000000,False,A,Dark Mode,Default User
USER_07049,27,6300000,False,B,Dark Mode,Crypto Ninja
USER_07233,23,7000000,False,B,Light Mode,Finance Wizard
USER_00830,23,12200000,True,A,Midnight Galaxy,Default User
USER_03942,28,10200000,False,B,Light Mode,Tech Robot
USER_00900,22,4200000,False,B,Light Mode,Default User
USER_08166,18,9900000,False,A,Dark Mode,Finance Wizard
USER_09525,25,3500000,False,A,Light Mode,Crypto Ninja
USER_01245,22,11300000,False,B,Light Mode,Tech Robot
USER_00026,22,8100000,False,A,Dark Mode,Tech Robot
USER_06511,24,14600000,False,A,Light Mode,Default User
USER_04114,21,3200000,True,A,Light Mode,Finance Wizard
USER_03761,23,11000000,False,B,Light Mode,Default User
USER_00838,21,9200000,False,B,Dark Mode,Tech Robot
USER_01638,20,7800000,False,B,Light Mode,Default User
USER_07926,24,10500000,False,A,Dark Mode,Finance Wizard
USER_03884,25,14100000,False,B,Dark Mode,Crypto Ninja
USER_08676,21,7600000,False,A,Light Mode,Tech Robot
USER_04167,19,13800000,True,A,Cute Hello Kitty,Finance Wizard
USER_02305,27,8400000,False,A,Light Mode,Default User
USER_06800,20,9300000,False,A,Light Mode,Tech Robot
USER_07004,18,9400000,False,B,Light Mode,Default User
USER_01018,25,11000000,False,B,Dark Mode,Default User
USER_03901,20,9600000,True,A,Sunset Lo-Fi,Crypto Ninja
USER_01000,27,11900000,False,B,Light Mode,Default User
USER_05089,24,4400000,False,B,Dark Mode,Default User
USER_00680,27,12900000,True,B,Cute Hello Kitty,Finance Wizard
USER_00708,22,6100000,False,A,Light Mode,Default User
USER_05885,27,12500000,False,B,Light Mode,Crypto Ninja
USER_04537,22,9700000,True,A,Cyberpunk Maskulin,Default User
USER_05961,24,4700000,False,B,Light Mode,Default User
USER_02040,26,14200000,False,A,Dark Mode,Default User
USER_06256,22,11200000,False,B,Dark Mode,Tech Robot
USER_07387,18,7200000,False,A,Dark Mode,Crypto Ninja
USER_09515,27,14500000,True,A,Midnight Galaxy,Tech Robot
USER_02374,27,6400000,True,B,Midnight Galaxy,Crypto Ninja
USER_02622,18,13300000,False,B,Dark Mode,Crypto Ninja
USER_03044,19,10700000,False,B,Light Mode,Finance Wizard
USER_02817,23,8700000,False,B,Light Mode,Tech Robot
USER_02858,26,6200000,True,A,Sunset Lo-Fi,Crypto Ninja
USER_06992,25,4300000,False,B,Light Mode,Crypto Ninja
USER_00741,22,6300000,False,A,Light Mode,Finance Wizard
USER_09805,18,9000000,False,A,Light Mode,Tech Robot
USER_03571,24,14800000,False,B,Dark Mode,Default User
USER_06834,22,3300000,True,B,Cute Hello Kitty,Finance Wizard
USER_04650,23,11700000,False,B,Light Mode,Crypto Ninja
USER_00136,24,8800000,False,B,Dark Mode,Tech Robot
USER_05174,20,5800000,False,B,Dark Mode,Crypto Ninja
USER_03191,27,11200000,False,A,Light Mode,Finance Wizard
USER_05081,20,3500000,False,A,Light Mode,Finance Wizard
USER_01983,22,15000000,False,B,Light Mode,Tech Robot
USER_05960,23,12600000,False,A,Light Mode,Finance Wizard
USER_05578,26,7800000,False,A,Light Mode,Finance Wizard
USER_07311,22,6900000,False,A,Dark Mode,Default User
USER_05432,18,11200000,False,B,Light Mode,Crypto Ninja
USER_01602,21,14600000,False,A,Dark Mode,Default User
USER_01654,22,9400000,False,B,Dark Mode,Default User
USER_06750,27,9800000,False,B,Dark Mode,Tech Robot
USER_02682,27,5600000,False,A,Light Mode,Finance Wizard
USER_03011,22,10900000,True,B,Sunset Lo-Fi,Crypto Ninja
USER_01003,24,3500000,False,B,Light Mode,Crypto Ninja
USER_07047,21,13300000,False,B,Light Mode,Crypto Ninja
USER_02090,18,4200000,False,B,Light Mode,Finance Wizard
USER_08908,22,14100000,False,A,Light Mode,Crypto Ninja
USER_06046,24,9300000,False,B,Dark Mode,Crypto Ninja
USER_05563,27,9100000,False,A,Light Mode,Finance Wizard
USER_02236,27,12800000,False,B,Dark Mode,Tech Robot
USER_03027,23,4800000,False,B,Dark Mode,Crypto Ninja
USER_08716,22,10500000,False,B,Light Mode,Finance Wizard
USER_06178,21,10900000,False,A,Light Mode,Default User
USER_02924,19,7200000,False,A,Light Mode,Finance Wizard
USER_03506,21,10300000,True,A,Light Mode,Default User
